Adversarial Examples,Time(s),Length of Adversarial Examples
"(6/1, 6/1, 2/1)",126.868,3
"(8/1, 58/1, 58/1)",126.929,3
"(22/1, 39/1)",127.014,2
"(7/1, 13/1, 13/1)",127.056,3
"(34/1, 34/1, 26/1)",127.323,3
"(48/1, 8/1)",127.414,2
"(40/1, 5/1, 40/1)",127.565,3
"(57/1, 17/1)",127.764,2
"(19/1, 60/1)",127.809,2
"(53/1, 54/1)",127.876,2
"(7/1, 6/1)",128.162,2
"(56/1, 6/1)",128.166,2
"(27/1, 36/1)",128.396,2
"(27/1, 17/1, 27/1)",128.412,3
"(59/1, 29/1)",128.616,2
"(16/1, 20/1)",128.79,2
"(49/1, 24/1)",129.012,2
"(33/1, 23/1)",129.015,2
"(37/1, 13/1)",129.049,2
"(23/1, 59/1)",129.169,2
"(4/1, 15/1)",129.227,2
"(44/1, 18/1)",129.44,2
"(24/1, 36/1)",129.787,2
"(2/1, 2/1, 56/1)",130.013,3
"(48/1, 7/1)",130.303,2
"(49/1, 11/1)",130.488,2
"(4/1, 57/1)",130.535,2
"(12/1, 12/1, 6/1)",130.7,3
"(41/1, 11/1)",130.795,2
"(35/1, 44/1)",130.952,2
"(55/1, 50/1)",130.973,2
"(37/1, 56/1)",131.025,2
"(42/1, 44/1)",131.071,2
"(29/1, 6/1)",131.138,2
"(38/1, 22/1, 38/1)",131.176,3
"(35/1, 35/1, 39/1)",131.349,3
"(19/1, 59/1)",131.354,2
"(39/1, 19/1)",131.506,2
"(7/1, 51/1)",131.78,2
"(8/1, 5/1)",132.052,2
"(35/1, 56/1)",132.149,2
"(45/1, 15/1)",132.214,2
"(12/1, 44/1)",132.381,2
"(18/1, 7/1)",132.512,2
"(53/1, 53/1, 24/1)",132.565,3
"(18/1, 29/1)",132.614,2
"(24/1, 24/1, 40/1)",132.674,3
"(41/1, 50/1, 41/1)",132.824,3
"(42/1, 21/1)",132.865,2
"(47/1, 22/1)",132.905,2
"(49/1, 57/1)",133.494,2
"(32/1, 47/1)",133.579,2
"(55/1, 11/1)",133.609,2
"(18/1, 42/1)",133.643,2
"(41/1, 54/1)",133.667,2
"(4/1, 26/1)",133.79,2
"(35/1, 55/1)",133.826,2
"(5/1, 48/1)",133.902,2
"(1/1, 25/1)",134.025,2
"(6/1, 44/1)",134.037,2
"(14/1, 30/1, 14/1)",134.107,3
"(30/1, 14/1)",134.14,2
"(1/1, 57/1)",134.261,2
"(50/1, 24/1)",134.295,2
"(44/1, 45/1, 45/1)",134.349,3
"(16/1, 49/1)",134.439,2
"(25/1, 18/1)",134.686,2
"(54/1, 41/1)",134.748,2
"(50/1, 34/1, 34/1)",134.775,3
"(27/1, 10/1)",134.801,2
"(53/1, 59/1)",134.834,2
"(53/1, 27/1)",134.877,2
"(33/1, 27/1)",134.917,2
"(7/1, 40/1)",135.022,2
"(13/1, 42/1, 42/1)",135.596,3
"(36/1, 13/1)",135.661,2
"(28/1, 1/1)",135.756,2
"(24/1, 11/1)",135.883,2
"(33/1, 10/1)",135.926,2
"(55/1, 19/1)",136.023,2
"(59/1, 59/1, 56/1)",136.049,3
"(52/1, 45/1, 52/1)",136.451,3
"(13/1, 18/1, 18/1)",136.469,3
"(51/1, 7/1)",136.578,2
"(44/1, 2/1)",136.6,2
"(27/1, 44/1)",136.751,2
"(59/1, 59/1, 45/1)",136.818,3
"(7/1, 9/1)",136.929,2
"(14/1, 58/1, 58/1)",137.359,3
"(46/1, 32/1, 46/1)",137.383,3
"(21/1, 35/1, 21/1)",137.428,3
"(22/1, 20/1)",137.448,2
"(60/1, 17/1)",137.588,2
"(43/1, 54/1)",137.901,2
"(16/1, 5/1)",137.985,2
"(44/1, 48/1, 48/1)",138.227,3
"(52/1, 23/1)",138.248,2
"(42/1, 25/1)",138.257,2
"(2/1, 13/1)",138.435,2
"(35/1, 35/1, 28/1)",138.452,3
"(51/1, 30/1)",138.466,2
"(25/1, 56/1)",138.779,2
"(51/1, 44/1)",138.955,2
"(19/1, 32/1)",139.078,2
"(25/1, 21/1, 21/1)",139.441,3
"(35/1, 4/1)",139.651,2
"(42/1, 47/1)",139.662,2
"(4/1, 11/1)",139.71,2
"(15/1, 16/1)",139.863,2
"(41/1, 34/1)",139.948,2
"(13/1, 25/1)",139.991,2
"(39/1, 9/1)",140.042,2
"(53/1, 7/1, 7/1, 7/1)",140.115,4
"(27/1, 48/1)",140.183,2
"(36/1, 34/1)",140.225,2
"(34/1, 6/1)",140.301,2
"(60/1, 60/1, 30/1)",140.462,3
"(36/1, 51/1)",140.549,2
"(31/1, 12/1)",140.756,2
"(12/1, 8/1)",140.782,2
"(17/1, 10/1)",140.804,2
"(41/1, 19/1)",140.932,2
"(11/1, 5/1, 5/1)",141.037,3
"(30/1, 54/1)",141.13,2
"(20/1, 48/1)",141.194,2
"(50/1, 44/1, 44/1)",141.544,3
"(22/1, 12/1)",141.605,2
"(8/1, 24/1)",141.722,2
"(9/1, 19/1)",141.832,2
"(18/1, 36/1)",141.869,2
"(60/1, 9/1)",141.886,2
"(55/1, 55/1, 52/1)",142.029,3
"(5/1, 3/1)",142.235,2
"(4/1, 49/1)",142.554,2
"(33/1, 51/1)",142.596,2
"(30/1, 27/1)",142.691,2
"(26/1, 31/1)",142.749,2
"(25/1, 7/1)",142.802,2
"(28/1, 12/1)",142.928,2
"(29/1, 29/1, 19/1)",142.964,3
"(7/1, 24/1)",142.988,2
"(8/1, 50/1)",143.052,2
"(57/1, 21/1)",143.086,2
"(9/1, 42/1)",143.091,2
"(22/1, 28/1, 28/1)",143.111,3
"(39/1, 28/1, 39/1)",143.169,3
"(3/1, 52/1)",143.202,2
"(58/1, 31/1)",143.43,2
"(33/1, 52/1)",143.714,2
"(9/1, 56/1)",143.823,2
"(37/1, 37/1, 37/1, 33/1)",143.835,4
"(26/1, 35/1, 35/1)",144.112,3
"(26/1, 41/1)",144.14,2
"(11/1, 7/1)",144.204,2
"(6/1, 49/1)",144.289,2
"(19/1, 40/1)",144.297,2
"(20/1, 27/1)",144.381,2
"(2/1, 4/1)",144.637,2
"(53/1, 54/1, 54/1)",144.782,3
"(55/1, 47/1)",145.197,2
"(43/1, 15/1)",145.293,2
"(24/1, 50/1)",145.318,2
"(53/1, 15/1)",145.392,2
"(19/1, 3/1)",145.721,2
"(29/1, 54/1)",146.35,2
"(44/1, 8/1)",146.431,2
"(35/1, 18/1)",146.469,2
"(53/1, 17/1)",146.583,2
"(48/1, 21/1, 48/1)",146.61,3
"(34/1, 5/1)",146.669,2
"(15/1, 56/1)",146.91,2
"(11/1, 13/1, 13/1)",146.912,3
"(33/1, 22/1)",147.023,2
"(54/1, 35/1)",147.194,2
"(8/1, 30/1)",147.232,2
"(6/1, 48/1)",147.422,2
"(5/1, 7/1)",147.45,2
"(59/1, 48/1)",147.481,2
"(15/1, 46/1)",147.698,2
"(57/1, 12/1)",147.72,2
"(23/1, 10/1)",147.754,2
"(59/1, 8/1)",147.886,2
"(29/1, 41/1)",148.088,2
"(33/1, 20/1)",148.272,2
"(2/1, 48/1)",148.341,2
"(38/1, 60/1)",148.348,2
"(33/1, 13/1)",148.375,2
"(50/1, 24/1, 24/1)",148.507,3
"(13/1, 58/1, 13/1)",148.711,3
"(42/1, 16/1)",149.019,2
"(35/1, 21/1)",149.182,2
"(10/1, 4/1)",149.305,2
"(26/1, 1/1)",149.428,2
"(36/1, 46/1)",149.57,2
"(53/1, 18/1)",149.629,2
"(27/1, 41/1)",149.652,2
"(34/1, 15/1)",149.903,2
"(56/1, 2/1)",150.164,2
"(39/1, 3/1, 39/1, 3/1)",150.284,4
"(34/1, 40/1)",150.473,2
"(45/1, 11/1)",150.517,2
"(2/1, 11/1)",150.626,2
"(20/1, 60/1, 60/1)",150.841,3
"(39/1, 33/1)",151.089,2
"(10/1, 56/1)",151.175,2
"(56/1, 45/1)",151.202,2
"(20/1, 38/1, 20/1)",151.244,3
"(18/1, 28/1)",151.289,2
"(20/1, 53/1, 53/1)",151.335,3
"(5/1, 29/1)",151.357,2
"(13/1, 36/1)",151.465,2
"(54/1, 49/1)",151.476,2
"(20/1, 43/1)",151.488,2
"(35/1, 40/1)",151.84,2
"(4/1, 19/1)",151.944,2
"(17/1, 55/1, 55/1)",152.278,3
"(1/1, 2/1)",152.379,2
"(59/1, 44/1)",152.388,2
"(32/1, 14/1)",152.432,2
"(52/1, 9/1)",152.668,2
"(47/1, 13/1)",152.679,2
"(17/1, 17/1, 36/1)",152.853,3
"(49/1, 2/1)",153.067,2
"(47/1, 57/1)",153.365,2
"(57/1, 50/1)",153.43,2
"(52/1, 31/1, 31/1)",153.629,3
"(13/1, 40/1)",153.694,2
"(13/1, 7/1)",153.792,2
"(28/1, 6/1)",153.813,2
"(60/1, 19/1)",153.828,2
"(26/1, 42/1)",154.083,2
"(14/1, 44/1)",154.171,2
"(29/1, 2/1)",154.177,2
"(17/1, 58/1)",154.252,2
"(24/1, 59/1)",154.513,2
"(51/1, 13/1, 51/1)",155.118,3
"(40/1, 40/1, 26/1)",155.32,3
"(31/1, 31/1, 37/1)",155.656,3
"(21/1, 7/1, 7/1)",155.914,3
"(5/1, 36/1, 5/1)",155.969,3
"(55/1, 6/1)",156.196,2
"(7/1, 16/1)",156.238,2
"(47/1, 47/1, 25/1)",156.281,3
"(37/1, 14/1)",156.311,2
"(41/1, 52/1)",156.364,2
"(6/1, 13/1)",156.455,2
"(40/1, 7/1)",156.495,2
"(36/1, 19/1)",156.874,2
"(1/1, 9/1)",156.984,2
"(6/1, 6/1, 59/1)",157.283,3
"(57/1, 51/1)",157.475,2
"(34/1, 31/1, 34/1)",157.596,3
"(43/1, 22/1, 43/1)",157.704,3
"(52/1, 26/1)",157.909,2
"(28/1, 8/1)",157.97,2
"(58/1, 8/1)",158.086,2
"(27/1, 21/1)",158.104,2
"(23/1, 8/1)",158.125,2
"(27/1, 50/1)",158.456,2
"(12/1, 42/1)",158.599,2
"(48/1, 44/1)",158.761,2
"(34/1, 32/1)",158.88,2
"(36/1, 39/1)",158.918,2
"(4/1, 4/1, 35/1)",158.954,3
"(26/1, 31/1, 31/1)",158.988,3
"(14/1, 14/1, 19/1)",159.131,3
"(43/1, 33/1)",159.345,2
"(18/1, 60/1)",159.625,2
"(4/1, 29/1)",159.966,2
"(30/1, 6/1)",160.021,2
"(53/1, 1/1)",160.069,2
"(13/1, 10/1)",160.129,2
"(59/1, 33/1)",160.171,2
"(22/1, 44/1)",160.182,2
"(54/1, 40/1)",160.258,2
"(44/1, 56/1)",160.961,2
"(5/1, 19/1, 19/1)",160.976,3
"(14/1, 55/1)",161.083,2
"(21/1, 48/1)",161.347,2
"(42/1, 15/1)",161.505,2
"(49/1, 21/1, 21/1)",162.215,3
"(15/1, 12/1)",162.25,2
"(56/1, 17/1, 56/1)",162.315,3
"(21/1, 27/1)",162.345,2
"(5/1, 9/1)",162.618,2
"(11/1, 58/1)",162.721,2
"(51/1, 13/1)",162.8,2
"(41/1, 39/1)",162.818,2
"(25/1, 20/1)",162.827,2
"(47/1, 56/1)",162.965,2
"(45/1, 45/1, 21/1)",163.153,3
"(18/1, 13/1)",163.196,2
"(31/1, 49/1)",163.205,2
"(27/1, 22/1)",163.243,2
"(39/1, 41/1)",163.359,2
"(8/1, 3/1)",163.415,2
"(38/1, 58/1)",163.427,2
"(52/1, 10/1)",163.49,2
"(34/1, 30/1)",163.626,2
"(28/1, 10/1)",163.668,2
"(34/1, 53/1, 34/1)",163.762,3
"(49/1, 19/1)",163.775,2
"(11/1, 50/1, 50/1)",163.87,3
"(9/1, 6/1, 9/1)",164.036,3
"(15/1, 58/1)",164.335,2
"(58/1, 58/1, 17/1)",164.611,3
"(56/1, 21/1)",164.95,2
"(34/1, 39/1)",164.956,2
"(4/1, 4/1, 11/1)",165.069,3
"(30/1, 36/1)",165.728,2
"(15/1, 39/1)",165.738,2
"(10/1, 46/1)",165.905,2
"(50/1, 5/1, 5/1)",165.919,3
"(24/1, 57/1)",165.966,2
"(22/1, 49/1, 22/1)",166.015,3
"(4/1, 3/1)",166.178,2
"(1/1, 38/1)",166.294,2
"(13/1, 50/1)",166.382,2
"(11/1, 35/1)",166.726,2
"(21/1, 2/1)",166.79,2
"(50/1, 9/1)",167.045,2
"(32/1, 56/1)",167.057,2
"(21/1, 31/1)",167.273,2
"(32/1, 18/1)",167.894,2
"(54/1, 14/1)",168.131,2
"(47/1, 49/1)",168.328,2
"(11/1, 30/1)",168.397,2
"(42/1, 7/1)",168.517,2
"(24/1, 5/1)",168.564,2
"(48/1, 25/1)",168.641,2
"(32/1, 59/1, 59/1)",168.666,3
"(39/1, 11/1)",168.816,2
"(32/1, 19/1)",169.345,2
"(31/1, 28/1)",169.431,2
"(33/1, 17/1, 33/1)",169.451,3
"(45/1, 45/1, 19/1)",169.476,3
"(29/1, 4/1)",169.889,2
"(31/1, 26/1)",170.129,2
"(49/1, 43/1, 43/1)",170.465,3
"(33/1, 59/1, 33/1)",170.675,3
"(25/1, 38/1)",170.864,2
"(12/1, 60/1)",171.115,2
"(5/1, 55/1, 5/1)",171.154,3
"(48/1, 34/1)",171.22,2
"(27/1, 58/1, 58/1)",171.437,3
"(45/1, 56/1)",171.443,2
"(35/1, 7/1)",171.557,2
"(57/1, 35/1)",171.761,2
"(14/1, 5/1)",171.881,2
"(21/1, 56/1)",171.909,2
"(49/1, 23/1)",172.091,2
"(58/1, 58/1, 31/1)",172.568,3
"(13/1, 59/1)",172.636,2
"(30/1, 31/1, 30/1)",172.879,3
"(59/1, 55/1)",172.937,2
"(12/1, 49/1, 12/1)",172.966,3
"(6/1, 6/1, 21/1)",173.059,3
"(4/1, 56/1)",173.087,2
"(13/1, 45/1)",173.389,2
"(16/1, 16/1, 54/1)",173.461,3
"(50/1, 14/1)",173.65,2
"(27/1, 13/1)",173.775,2
"(48/1, 23/1)",173.808,2
"(51/1, 18/1)",173.836,2
"(11/1, 51/1)",173.878,2
"(53/1, 60/1)",173.897,2
"(8/1, 47/1)",174.076,2
"(54/1, 54/1, 44/1)",174.094,3
"(42/1, 34/1)",174.129,2
"(9/1, 29/1)",174.36,2
"(11/1, 32/1, 11/1, 32/1)",174.364,4
"(44/1, 41/1)",174.611,2
"(10/1, 44/1)",174.779,2
"(11/1, 35/1, 11/1)",174.911,3
"(5/1, 39/1, 39/1)",174.961,3
"(21/1, 10/1)",175.091,2
"(24/1, 47/1)",175.207,2
"(2/1, 28/1, 28/1)",175.266,3
"(40/1, 20/1, 40/1)",175.394,3
"(27/1, 42/1)",175.485,2
"(1/1, 56/1, 1/1)",175.609,3
"(59/1, 14/1)",175.742,2
"(36/1, 7/1)",175.851,2
"(8/1, 17/1, 17/1)",175.994,3
"(27/1, 32/1)",176.369,2
"(53/1, 50/1)",176.578,2
"(26/1, 8/1)",176.912,2
"(45/1, 38/1)",177.038,2
"(35/1, 28/1, 35/1)",177.188,3
"(40/1, 50/1)",177.252,2
"(52/1, 8/1)",177.359,2
"(42/1, 60/1)",177.515,2
"(29/1, 16/1)",177.551,2
"(48/1, 22/1)",177.566,2
"(39/1, 55/1, 39/1)",177.631,3
"(37/1, 37/1, 44/1)",177.672,3
"(52/1, 52/1, 56/1)",177.685,3
"(54/1, 48/1)",177.751,2
"(27/1, 29/1)",177.901,2
"(36/1, 9/1)",178.491,2
"(39/1, 36/1)",178.52,2
"(4/1, 33/1)",178.713,2
"(43/1, 13/1, 13/1)",178.895,3
"(19/1, 19/1, 47/1)",178.929,3
"(20/1, 46/1, 20/1)",178.963,3
"(20/1, 46/1)",179.398,2
"(54/1, 21/1)",179.488,2
"(28/1, 33/1)",179.493,2
"(13/1, 31/1, 31/1)",179.616,3
"(26/1, 5/1)",179.747,2
"(54/1, 26/1)",179.763,2
"(40/1, 56/1, 56/1)",179.825,3
"(28/1, 28/1, 59/1)",180.074,3
"(12/1, 58/1)",180.097,2
"(45/1, 31/1)",180.223,2
"(43/1, 9/1)",180.551,2
"(42/1, 18/1)",180.791,2
"(5/1, 16/1)",181.121,2
"(51/1, 60/1)",181.256,2
"(21/1, 8/1)",181.313,2
"(11/1, 48/1)",181.349,2
"(5/1, 5/1, 41/1)",181.399,3
"(18/1, 57/1)",181.451,2
"(58/1, 6/1, 6/1)",181.599,3
"(48/1, 37/1)",181.647,2
"(48/1, 57/1)",181.79,2
"(27/1, 47/1, 47/1)",181.832,3
"(33/1, 39/1)",182.17,2
"(57/1, 15/1)",182.272,2
"(43/1, 56/1)",182.425,2
"(42/1, 33/1)",182.565,2
"(48/1, 14/1)",182.84,2
"(23/1, 5/1)",182.923,2
"(2/1, 28/1)",182.926,2
"(19/1, 10/1)",183.092,2
"(43/1, 60/1)",183.179,2
"(22/1, 56/1)",183.422,2
"(5/1, 40/1)",183.453,2
"(51/1, 17/1, 51/1)",183.623,3
"(4/1, 54/1)",184.093,2
"(30/1, 55/1)",184.398,2
"(15/1, 32/1)",184.464,2
"(4/1, 5/1, 4/1)",184.469,3
"(44/1, 52/1, 44/1)",184.477,3
"(42/1, 19/1)",184.537,2
"(51/1, 1/1)",184.625,2
"(27/1, 55/1)",184.997,2
"(22/1, 18/1)",185.078,2
"(7/1, 33/1)",185.118,2
"(5/1, 37/1)",185.168,2
"(58/1, 6/1, 58/1)",185.288,3
"(19/1, 51/1)",185.611,2
"(15/1, 15/1, 9/1)",185.653,3
"(1/1, 40/1, 40/1)",185.706,3
"(45/1, 53/1)",185.715,2
"(10/1, 51/1)",185.812,2
"(58/1, 23/1)",186.06,2
"(30/1, 38/1)",186.234,2
"(9/1, 14/1)",186.258,2
"(17/1, 9/1, 17/1)",186.435,3
"(38/1, 2/1)",186.44,2
"(55/1, 7/1)",186.475,2
"(6/1, 10/1)",186.661,2
"(45/1, 52/1)",186.8,2
"(50/1, 35/1, 35/1)",186.807,3
"(45/1, 50/1)",187.075,2
"(15/1, 30/1)",187.32,2
"(7/1, 50/1)",187.384,2
"(16/1, 16/1, 52/1)",187.483,3
"(9/1, 33/1)",187.521,2
"(48/1, 52/1)",187.91,2
"(48/1, 2/1)",188.18,2
"(15/1, 36/1)",188.263,2
"(18/1, 20/1)",188.32,2
"(55/1, 55/1, 48/1)",188.346,3
"(49/1, 26/1, 26/1)",188.459,3
"(20/1, 53/1)",189.072,2
"(22/1, 17/1)",189.086,2
"(59/1, 3/1)",189.34,2
"(20/1, 49/1)",189.421,2
"(12/1, 15/1, 15/1)",189.429,3
"(19/1, 47/1)",189.937,2
"(10/1, 7/1, 7/1)",190.174,3
"(35/1, 30/1)",190.483,2
"(15/1, 35/1)",190.487,2
"(10/1, 30/1)",190.606,2
"(44/1, 10/1)",190.894,2
"(53/1, 14/1, 53/1)",190.898,3
"(9/1, 55/1)",190.962,2
"(57/1, 60/1)",191.822,2
"(44/1, 29/1)",191.936,2
"(53/1, 58/1)",192.223,2
"(23/1, 47/1)",192.615,2
"(2/1, 60/1, 60/1)",192.704,3
"(5/1, 30/1)",193.413,2
"(13/1, 34/1)",193.438,2
"(5/1, 10/1)",193.704,2
"(42/1, 55/1)",193.991,2
"(15/1, 54/1, 15/1)",194.079,3
"(50/1, 13/1)",194.23,2
"(25/1, 5/1)",194.295,2
"(25/1, 21/1, 21/1, 25/1)",194.326,4
"(39/1, 59/1)",194.465,2
"(19/1, 46/1)",194.518,2
"(58/1, 53/1, 58/1)",194.636,3
"(11/1, 17/1, 11/1)",194.645,3
"(1/1, 10/1)",195.154,2
"(43/1, 3/1)",195.465,2
"(38/1, 38/1, 17/1)",195.516,3
"(3/1, 42/1)",195.624,2
"(29/1, 20/1)",196.568,2
"(35/1, 59/1)",196.732,2
"(33/1, 35/1)",196.746,2
"(48/1, 39/1)",196.772,2
"(37/1, 8/1)",197.138,2
"(23/1, 31/1, 31/1)",197.236,3
"(11/1, 50/1, 11/1)",197.262,3
"(41/1, 15/1)",197.276,2
"(21/1, 34/1, 34/1)",197.651,3
"(46/1, 15/1)",197.865,2
"(21/1, 21/1, 15/1)",197.946,3
"(1/1, 14/1, 1/1)",197.977,3
"(6/1, 19/1)",198.25,2
"(47/1, 47/1, 31/1)",198.586,3
"(43/1, 34/1)",198.786,2
"(15/1, 38/1)",198.826,2
"(14/1, 50/1)",199.194,2
"(57/1, 36/1)",199.606,2
"(36/1, 25/1)",199.785,2
"(16/1, 23/1)",199.992,2
"(43/1, 58/1)",200.017,2
"(41/1, 57/1)",200.477,2
"(29/1, 48/1)",200.644,2
"(17/1, 17/1, 30/1)",200.731,3
"(12/1, 54/1)",200.744,2
"(60/1, 2/1)",200.968,2
"(26/1, 60/1, 60/1)",201.081,3
"(17/1, 3/1)",201.268,2
"(46/1, 24/1)",201.513,2
"(16/1, 25/1)",202.009,2
"(25/1, 23/1)",202.625,2
"(9/1, 48/1, 9/1)",202.823,3
"(31/1, 11/1)",203.131,2
"(37/1, 18/1, 18/1)",203.385,3
"(3/1, 53/1)",203.472,2
"(58/1, 46/1, 58/1)",203.481,3
"(7/1, 7/1, 18/1)",204.097,3
"(50/1, 2/1)",204.139,2
"(17/1, 21/1, 17/1)",204.167,3
"(13/1, 20/1)",204.461,2
"(5/1, 23/1)",205.029,2
"(32/1, 32/1, 26/1)",205.219,3
"(50/1, 11/1)",205.513,2
"(43/1, 58/1, 43/1)",205.564,3
"(46/1, 32/1)",205.628,2
"(24/1, 35/1)",205.933,2
"(10/1, 59/1, 59/1)",205.982,3
"(20/1, 20/1, 36/1)",206.506,3
"(45/1, 30/1)",206.555,2
"(51/1, 6/1)",206.568,2
"(45/1, 29/1)",206.716,2
"(6/1, 46/1)",206.78,2
"(57/1, 5/1)",207.119,2
"(41/1, 10/1)",207.251,2
"(45/1, 52/1, 45/1)",207.486,3
"(15/1, 26/1)",207.678,2
"(25/1, 6/1)",207.782,2
"(30/1, 28/1)",207.812,2
"(36/1, 47/1, 36/1)",207.84,3
"(22/1, 31/1)",208.0,2
"(56/1, 57/1, 57/1)",208.131,3
"(50/1, 26/1, 50/1)",208.322,3
"(54/1, 23/1)",208.529,2
"(47/1, 60/1)",209.322,2
"(30/1, 50/1, 30/1)",209.68,3
"(17/1, 18/1)",209.85,2
"(1/1, 17/1)",210.088,2
"(51/1, 9/1, 51/1)",210.138,3
"(48/1, 16/1, 48/1)",210.43,3
"(17/1, 29/1, 29/1)",210.434,3
"(39/1, 56/1)",210.521,2
"(7/1, 18/1)",210.669,2
"(35/1, 32/1, 35/1)",210.813,3
"(31/1, 14/1)",210.97,2
"(57/1, 21/1, 21/1)",211.132,3
"(60/1, 21/1)",211.167,2
"(45/1, 17/1)",211.177,2
"(50/1, 47/1)",211.211,2
"(31/1, 59/1)",211.218,2
"(41/1, 41/1, 21/1)",211.361,3
"(7/1, 20/1, 20/1)",211.458,3
"(3/1, 9/1)",211.593,2
"(38/1, 38/1, 49/1)",211.676,3
"(8/1, 8/1, 10/1)",211.786,3
"(40/1, 22/1)",211.879,2
"(42/1, 58/1)",211.896,2
"(53/1, 53/1, 53/1, 9/1)",211.901,4
"(26/1, 40/1)",211.963,2
"(17/1, 51/1)",212.067,2
"(44/1, 36/1)",212.286,2
"(56/1, 56/1, 42/1)",212.346,3
"(10/1, 21/1)",212.416,2
"(59/1, 37/1, 37/1)",212.944,3
"(40/1, 52/1, 52/1)",213.148,3
"(31/1, 46/1)",213.588,2
"(39/1, 6/1)",214.14,2
"(10/1, 8/1)",214.323,2
"(52/1, 59/1)",214.412,2
"(32/1, 44/1, 44/1, 44/1)",214.441,4
"(37/1, 31/1, 31/1)",214.473,3
"(24/1, 33/1)",214.627,2
"(15/1, 17/1)",214.693,2
"(10/1, 29/1)",214.714,2
"(52/1, 60/1)",215.128,2
"(15/1, 15/1, 60/1)",215.384,3
"(9/1, 2/1)",215.459,2
"(45/1, 10/1)",216.476,2
"(39/1, 39/1, 9/1)",216.54,3
"(41/1, 26/1)",216.629,2
"(56/1, 1/1)",216.666,2
"(51/1, 46/1, 46/1)",216.697,3
"(30/1, 51/1)",216.867,2
"(4/1, 48/1)",217.072,2
"(15/1, 40/1)",217.304,2
"(1/1, 46/1)",217.769,2
"(37/1, 41/1)",217.958,2
"(34/1, 34/1, 54/1)",218.091,3
"(9/1, 21/1, 9/1)",218.413,3
"(14/1, 60/1)",218.683,2
"(3/1, 3/1, 42/1)",218.745,3
"(33/1, 33/1, 15/1)",218.885,3
"(58/1, 60/1, 60/1)",218.921,3
"(28/1, 11/1, 28/1)",219.059,3
"(20/1, 51/1)",219.123,2
"(45/1, 23/1)",219.153,2
"(7/1, 44/1)",219.407,2
"(59/1, 26/1, 59/1)",219.483,3
"(26/1, 48/1, 48/1)",219.576,3
"(29/1, 24/1)",219.637,2
"(30/1, 24/1)",219.645,2
"(13/1, 1/1, 1/1)",220.008,3
"(53/1, 47/1)",220.065,2
"(52/1, 53/1)",220.107,2
"(26/1, 21/1)",220.259,2
"(40/1, 38/1)",220.266,2
"(13/1, 13/1, 11/1)",220.725,3
"(33/1, 33/1, 57/1)",220.764,3
"(17/1, 6/1)",221.481,2
"(18/1, 41/1)",221.755,2
"(45/1, 18/1, 45/1)",221.906,3
"(12/1, 43/1)",221.961,2
"(36/1, 27/1, 27/1)",222.165,3
"(45/1, 25/1)",222.548,2
"(35/1, 27/1, 27/1)",223.505,3
"(40/1, 32/1, 40/1)",223.784,3
"(51/1, 36/1, 36/1)",224.164,3
"(33/1, 55/1)",224.257,2
"(27/1, 25/1)",225.149,2
"(17/1, 15/1, 15/1)",225.449,3
"(60/1, 60/1, 44/1)",225.466,3
"(13/1, 31/1)",225.947,2
"(20/1, 3/1)",225.954,2
"(34/1, 45/1, 34/1)",226.045,3
"(43/1, 37/1, 43/1)",226.566,3
"(41/1, 14/1)",226.711,2
"(2/1, 36/1)",227.107,2
"(47/1, 38/1, 47/1, 38/1)",227.186,4
"(30/1, 3/1, 3/1)",227.29,3
"(22/1, 28/1)",227.344,2
"(9/1, 31/1, 31/1, 9/1)",227.37,4
"(14/1, 14/1, 57/1)",227.397,3
"(36/1, 10/1)",227.443,2
"(28/1, 45/1)",227.905,2
"(55/1, 17/1)",227.951,2
"(21/1, 43/1)",228.137,2
"(2/1, 44/1, 2/1)",229.476,3
"(16/1, 20/1, 20/1)",229.686,3
"(10/1, 3/1)",229.79,2
"(20/1, 42/1)",230.141,2
"(57/1, 57/1, 42/1)",230.646,3
"(42/1, 29/1)",230.653,2
"(36/1, 59/1)",230.804,2
"(48/1, 20/1)",230.874,2
"(30/1, 21/1)",231.116,2
"(46/1, 23/1, 23/1)",231.152,3
"(7/1, 33/1, 7/1)",231.164,3
"(25/1, 25/1, 59/1)",231.731,3
"(3/1, 35/1)",231.76,2
"(55/1, 5/1)",232.212,2
"(53/1, 29/1)",233.599,2
"(5/1, 35/1)",233.743,2
"(17/1, 30/1)",233.762,2
"(9/1, 47/1)",234.125,2
"(53/1, 1/1, 53/1)",234.281,3
"(2/1, 20/1, 2/1)",234.335,3
"(28/1, 18/1)",234.842,2
"(38/1, 27/1)",235.189,2
"(8/1, 8/1, 8/1, 43/1)",235.667,4
"(17/1, 17/1, 56/1)",235.775,3
"(59/1, 3/1, 3/1)",235.831,3
"(47/1, 11/1)",235.928,2
"(5/1, 19/1)",236.231,2
"(38/1, 38/1, 24/1)",236.647,3
"(43/1, 54/1, 43/1)",237.405,3
"(2/1, 34/1)",237.721,2
"(49/1, 48/1, 20/1, 23/1, 37/1, 49/1, 49/1)",238.064,7
"(33/1, 5/1, 5/1)",238.495,3
"(43/1, 31/1)",238.564,2
"(59/1, 47/1, 47/1)",239.28,3
"(36/1, 36/1, 19/1)",239.492,3
"(37/1, 12/1)",239.533,2
"(41/1, 41/1, 23/1)",239.895,3
"(25/1, 47/1)",240.05,2
"(20/1, 20/1, 17/1)",240.112,3
