Adversarial Examples,Time(s),Length of Adversarial Examples
"(2/1, 47/1, 29/1)",167.763,3
"(45/1, 40/1, 19/1, 35/1, 7/1, 40/1, 50/1, 10/1, 36/1, 27/1, 24/1, 40/1, 32/1, 46/1, 45/1)",167.769,15
"(13/1, 29/1, 34/1, 54/1, 42/1, 35/1, 3/1, 58/1, 6/1, 35/1, 40/1, 17/1, 13/1, 50/1, 57/1, 30/1, 23/1, 49/1, 47/1)",167.795,19
"(52/1, 8/1, 17/1, 14/1, 31/1)",167.798,5
"(50/1, 18/1, 32/1)",167.802,3
"(37/1, 31/1, 25/1, 15/1, 12/1, 55/1, 53/1)",167.807,7
"(16/1, 36/1, 49/1, 48/1, 3/1, 18/1, 27/1)",167.814,7
"(39/1, 25/1, 31/1, 18/1, 60/1, 2/1, 31/1, 18/1, 40/1, 17/1, 6/1, 17/1, 13/1, 10/1, 5/1)",167.819,15
"(49/1, 2/1, 60/1, 29/1, 12/1, 43/1, 9/1, 13/1, 47/1, 54/1, 23/1, 17/1, 5/1, 35/1, 38/1)",167.846,15
"(56/1, 46/1, 55/1, 37/1, 50/1, 27/1, 47/1, 55/1, 4/1, 14/1, 34/1, 13/1, 22/1)",167.86,13
"(45/1, 56/1, 48/1, 20/1, 53/1)",167.869,5
"(18/1, 54/1, 3/1, 49/1, 41/1, 20/1, 39/1, 4/1, 21/1, 37/1, 8/1, 26/1, 49/1, 33/1, 24/1, 43/1, 39/1)",167.877,17
"(49/1, 1/1, 29/1, 49/1, 42/1, 25/1, 25/1, 57/1, 26/1, 49/1, 35/1, 35/1, 28/1, 39/1, 40/1)",167.882,15
"(14/1, 54/1, 46/1, 54/1, 45/1)",167.894,5
"(7/1, 23/1, 18/1, 41/1, 51/1, 28/1, 10/1, 35/1, 41/1)",167.898,9
"(25/1, 23/1, 5/1, 26/1, 51/1, 34/1, 22/1, 33/1, 30/1, 34/1, 23/1)",167.906,11
"(10/1, 50/1, 28/1, 7/1, 2/1, 56/1, 28/1, 12/1, 53/1, 20/1, 2/1, 59/1, 19/1, 58/1, 34/1, 24/1, 1/1, 11/1, 5/1)",167.909,19
"(2/1, 55/1, 55/1, 11/1, 22/1, 22/1, 17/1, 50/1, 27/1)",167.919,9
"(58/1, 39/1, 16/1, 8/1, 15/1, 21/1, 47/1, 60/1, 45/1, 1/1, 34/1, 49/1, 50/1, 14/1, 25/1, 25/1, 29/1)",167.923,17
"(18/1, 52/1, 25/1)",167.937,3
"(25/1, 35/1, 44/1, 46/1, 19/1, 25/1, 8/1, 27/1, 54/1, 45/1, 22/1)",167.941,11
"(55/1, 49/1, 38/1, 60/1, 15/1, 35/1, 52/1, 43/1, 56/1, 28/1, 6/1, 20/1, 53/1, 56/1, 57/1, 33/1, 50/1)",167.958,17
"(48/1, 27/1, 12/1, 59/1, 48/1, 1/1, 27/1, 40/1, 20/1, 14/1, 28/1, 21/1, 13/1, 54/1, 19/1)",167.966,15
"(16/1, 39/1, 24/1)",167.982,3
"(29/1, 38/1, 55/1, 27/1, 5/1, 37/1, 51/1, 49/1, 59/1, 27/1, 25/1, 48/1, 18/1, 49/1, 50/1, 6/1, 13/1)",168.007,17
"(42/1, 5/1, 9/1)",168.011,3
"(51/1, 27/1, 23/1)",168.016,3
"(14/1, 4/1, 53/1, 24/1, 30/1, 46/1, 55/1, 44/1, 16/1, 43/1, 39/1, 49/1, 26/1, 35/1, 45/1, 35/1, 12/1)",168.025,17
"(1/1, 54/1, 8/1, 43/1, 42/1, 10/1, 58/1, 45/1, 31/1, 6/1, 50/1, 39/1, 13/1, 55/1, 42/1, 54/1, 44/1, 1/1)",168.03,18
"(8/1, 17/1, 23/1, 22/1, 3/1, 21/1, 6/1, 10/1, 13/1, 20/1, 3/1, 29/1, 49/1)",168.034,13
"(37/1, 35/1, 52/1, 17/1, 5/1, 13/1, 36/1, 30/1, 28/1)",168.047,9
"(19/1, 23/1, 7/1, 59/1, 33/1, 31/1, 20/1, 17/1, 48/1, 43/1, 18/1, 47/1, 52/1, 48/1, 47/1, 41/1, 60/1, 14/1)",168.058,18
"(43/1, 30/1, 9/1, 2/1, 35/1, 34/1, 14/1, 59/1, 34/1, 37/1, 8/1, 53/1, 35/1, 38/1, 50/1)",168.084,15
"(22/1, 60/1, 52/1, 44/1, 44/1, 22/1, 43/1, 32/1, 60/1, 22/1, 32/1, 3/1, 13/1)",168.111,13
"(11/1, 27/1, 37/1, 13/1, 21/1, 29/1, 52/1, 50/1, 27/1, 56/1, 45/1)",168.128,11
"(20/1, 36/1, 14/1, 47/1, 38/1)",168.15,5
"(55/1, 24/1, 12/1, 4/1, 13/1, 10/1, 39/1)",168.172,7
"(16/1, 40/1, 46/1, 1/1)",168.224,4
"(20/1, 59/1, 23/1, 39/1, 43/1, 13/1, 38/1, 18/1, 9/1, 38/1, 32/1)",168.23,11
"(29/1, 38/1, 28/1, 9/1, 6/1, 32/1, 9/1, 13/1, 18/1, 41/1, 5/1, 58/1, 18/1, 6/1, 35/1, 58/1, 18/1, 21/1, 60/1)",168.24,19
"(17/1, 53/1, 34/1, 27/1, 26/1, 14/1, 53/1, 48/1, 43/1, 24/1, 5/1, 58/1, 57/1, 55/1, 49/1)",168.249,15
"(1/1, 14/1, 20/1, 30/1, 39/1, 23/1, 24/1, 53/1, 18/1)",168.274,9
"(44/1, 10/1, 6/1, 54/1, 19/1, 39/1, 26/1)",168.31,7
"(14/1, 37/1, 40/1, 54/1, 47/1, 30/1, 48/1, 50/1, 51/1, 16/1, 21/1, 59/1, 55/1)",168.314,13
"(47/1, 15/1, 18/1, 13/1, 4/1, 34/1, 42/1, 9/1, 24/1, 4/1, 31/1, 30/1, 24/1, 40/1, 45/1, 7/1, 15/1)",168.322,17
"(52/1, 49/1, 45/1, 46/1, 54/1, 30/1, 2/1, 27/1, 40/1, 56/1, 53/1, 13/1, 36/1, 34/1, 13/1, 9/1, 3/1)",168.327,17
"(3/1, 38/1, 46/1, 56/1, 34/1, 29/1, 41/1)",168.343,7
"(29/1, 18/1, 60/1, 14/1, 52/1, 41/1, 39/1, 14/1, 6/1, 33/1, 6/1, 51/1, 21/1)",168.361,13
"(55/1, 12/1, 31/1, 31/1, 26/1, 23/1, 40/1, 12/1, 19/1)",168.398,9
"(27/1, 40/1, 55/1, 4/1, 4/1, 24/1, 54/1, 24/1, 28/1)",168.411,9
"(31/1, 52/1, 29/1, 55/1, 2/1, 13/1, 1/1, 15/1, 6/1, 33/1, 40/1)",168.423,11
"(6/1, 11/1, 23/1, 41/1, 15/1)",168.458,5
"(10/1, 59/1, 22/1)",168.489,3
"(49/1, 31/1, 11/1, 25/1, 5/1, 12/1, 54/1, 29/1, 32/1, 32/1, 17/1, 1/1, 48/1, 1/1)",168.497,14
"(4/1, 31/1, 18/1)",168.52,3
"(21/1, 21/1, 15/1, 47/1, 58/1)",168.541,5
"(30/1, 51/1, 55/1, 16/1, 12/1, 8/1, 7/1, 52/1, 34/1, 1/1, 9/1, 35/1, 39/1, 32/1, 13/1, 42/1, 4/1, 36/1, 49/1)",168.55,19
"(24/1, 52/1, 35/1, 60/1, 60/1, 50/1, 35/1, 14/1, 16/1, 46/1, 37/1, 31/1, 59/1)",168.573,13
"(15/1, 45/1, 47/1, 12/1, 57/1, 60/1, 9/1, 40/1, 31/1, 48/1, 40/1, 57/1, 31/1, 27/1, 55/1)",168.598,15
"(56/1, 16/1, 33/1)",168.617,3
"(48/1, 54/1, 47/1, 23/1, 7/1, 36/1, 2/1, 49/1, 53/1)",168.621,9
"(7/1, 9/1, 15/1, 10/1, 11/1, 46/1, 45/1, 31/1, 9/1, 52/1, 36/1, 21/1, 17/1)",168.628,13
"(45/1, 52/1, 17/1, 17/1, 13/1, 43/1, 33/1, 31/1, 16/1, 37/1, 26/1, 11/1, 16/1, 3/1, 16/1, 13/1, 44/1, 2/1, 33/1)",168.666,19
"(24/1, 34/1, 47/1, 38/1, 48/1, 22/1, 16/1, 26/1, 56/1, 37/1, 7/1, 24/1, 29/1, 36/1, 60/1, 43/1, 43/1, 52/1, 50/1)",168.675,19
"(30/1, 12/1, 1/1, 19/1, 14/1, 4/1, 16/1, 21/1, 45/1, 5/1, 54/1, 37/1, 33/1, 9/1, 59/1, 7/1, 19/1)",168.686,17
"(60/1, 26/1, 58/1, 19/1, 28/1)",168.697,5
"(14/1, 30/1, 20/1, 1/1, 50/1, 30/1, 14/1, 43/1, 23/1)",168.71,9
"(58/1, 58/1, 38/1, 1/1, 4/1, 5/1, 28/1, 1/1, 13/1, 8/1, 30/1)",168.715,11
"(1/1, 6/1, 8/1)",168.723,3
"(56/1, 37/1, 29/1)",168.744,3
"(19/1, 30/1, 40/1, 13/1, 15/1, 14/1, 8/1, 46/1, 39/1, 45/1, 22/1)",168.753,11
"(13/1, 8/1, 1/1, 50/1, 7/1, 6/1, 57/1, 44/1, 54/1, 52/1, 21/1, 55/1, 58/1, 54/1, 51/1)",168.758,15
"(38/1, 15/1, 51/1, 22/1, 7/1, 30/1, 58/1, 40/1, 4/1, 45/1, 40/1)",168.764,11
"(47/1, 18/1, 14/1, 11/1, 20/1, 22/1, 1/1, 45/1, 29/1)",168.768,9
"(29/1, 6/1, 23/1, 8/1, 54/1, 39/1, 51/1, 14/1, 60/1, 33/1, 53/1, 49/1, 12/1, 59/1, 22/1)",168.777,15
"(60/1, 11/1, 12/1, 32/1, 55/1, 16/1, 25/1, 2/1, 9/1, 44/1, 27/1, 58/1, 48/1, 34/1, 27/1, 43/1, 45/1)",168.792,17
"(5/1, 59/1, 24/1, 31/1, 40/1)",168.802,5
"(16/1, 9/1, 28/1, 22/1, 37/1, 51/1, 8/1, 15/1, 7/1, 16/1, 19/1, 27/1, 58/1, 57/1, 55/1, 50/1, 29/1)",168.818,17
"(34/1, 9/1, 22/1, 60/1, 34/1, 21/1, 12/1, 57/1, 32/1, 26/1, 27/1)",168.828,11
"(39/1, 16/1, 33/1, 32/1, 18/1, 46/1, 34/1, 54/1, 31/1, 26/1, 32/1, 22/1, 22/1)",168.832,13
"(40/1, 41/1, 3/1, 47/1, 20/1, 32/1, 52/1, 6/1, 23/1)",168.847,9
"(59/1, 9/1, 30/1, 29/1, 33/1, 16/1, 37/1)",168.868,7
"(10/1, 45/1, 18/1)",168.876,3
"(31/1, 15/1, 44/1, 15/1, 25/1, 44/1, 21/1, 17/1, 20/1, 29/1, 57/1, 47/1, 3/1, 10/1, 10/1, 19/1, 7/1, 47/1, 33/1)",168.885,19
"(18/1, 30/1, 25/1, 15/1, 26/1, 44/1, 16/1, 27/1, 6/1, 40/1, 47/1, 44/1, 17/1, 1/1, 59/1, 32/1, 4/1, 7/1, 5/1)",168.896,19
"(54/1, 45/1, 48/1, 10/1, 55/1, 54/1, 38/1, 38/1, 44/1, 15/1, 8/1, 22/1, 30/1, 3/1, 51/1)",168.914,15
"(40/1, 26/1, 15/1, 47/1, 54/1, 53/1, 26/1, 50/1, 47/1)",168.935,9
"(21/1, 56/1, 28/1, 28/1, 37/1, 9/1, 30/1, 23/1, 21/1, 22/1, 16/1, 43/1, 33/1, 59/1, 42/1)",168.942,15
"(37/1, 11/1, 9/1, 55/1, 36/1, 50/1, 44/1, 14/1, 20/1, 50/1, 29/1)",168.948,11
"(38/1, 34/1, 12/1, 7/1, 30/1, 8/1, 37/1, 29/1, 17/1, 21/1, 24/1, 56/1, 41/1, 48/1, 39/1)",168.961,15
"(57/1, 16/1, 9/1)",168.975,3
"(27/1, 53/1, 55/1, 55/1, 57/1)",168.984,5
"(33/1, 31/1, 28/1, 22/1, 16/1, 52/1, 39/1)",168.999,7
"(56/1, 30/1, 31/1, 36/1, 55/1, 55/1, 43/1, 15/1, 4/1, 23/1, 41/1)",169.007,11
"(10/1, 33/1, 23/1, 42/1, 1/1, 9/1, 8/1, 29/1, 47/1)",169.028,9
"(33/1, 26/1, 24/1, 49/1, 24/1, 28/1, 58/1)",169.035,7
"(24/1, 13/1, 4/1, 45/1, 3/1, 45/1, 12/1, 58/1, 58/1, 46/1, 31/1)",169.044,11
"(60/1, 10/1, 48/1, 57/1, 6/1, 48/1, 45/1, 6/1, 38/1)",169.049,9
"(19/1, 9/1, 12/1)",169.061,3
"(30/1, 48/1, 58/1, 25/1, 26/1, 53/1, 52/1, 47/1, 28/1, 22/1, 1/1, 20/1, 18/1, 13/1, 16/1, 31/1, 38/1)",169.068,17
"(36/1, 54/1, 44/1, 45/1, 20/1, 32/1, 38/1, 44/1, 30/1, 22/1, 14/1, 46/1, 19/1, 20/1, 43/1, 58/1, 59/1)",169.074,17
"(31/1, 2/1, 17/1, 15/1, 19/1, 33/1, 21/1, 53/1, 59/1, 47/1, 29/1, 10/1, 38/1, 4/1, 5/1)",169.086,15
"(49/1, 12/1, 25/1)",169.097,3
"(54/1, 36/1, 31/1, 4/1, 14/1, 39/1, 42/1, 49/1, 27/1, 10/1, 24/1)",169.1,11
"(9/1, 46/1, 31/1, 23/1, 20/1, 6/1, 36/1, 28/1, 7/1, 28/1, 46/1, 31/1, 25/1, 56/1, 39/1, 41/1, 43/1)",169.116,17
"(56/1, 36/1, 60/1, 38/1, 4/1, 7/1, 19/1, 11/1, 25/1)",169.146,9
"(1/1, 9/1, 9/1, 10/1, 9/1)",169.154,5
"(46/1, 30/1, 10/1, 37/1, 10/1, 8/1, 30/1, 5/1, 42/1, 2/1, 10/1, 49/1, 23/1, 42/1, 27/1)",169.163,15
"(9/1, 14/1, 19/1)",169.175,3
"(19/1, 8/1, 10/1)",169.179,3
"(8/1, 13/1, 16/1, 17/1, 51/1, 53/1, 34/1, 6/1, 4/1, 58/1, 11/1, 16/1, 17/1, 42/1, 1/1, 27/1, 1/1, 60/1, 7/1)",169.204,19
"(3/1, 57/1, 59/1, 47/1, 35/1)",169.22,5
"(8/1, 8/1, 5/1, 6/1, 2/1, 52/1, 5/1, 26/1, 38/1, 15/1, 5/1, 23/1, 30/1, 1/1, 11/1)",169.226,15
"(28/1, 13/1, 17/1, 18/1, 40/1, 21/1, 35/1, 43/1, 21/1, 30/1, 25/1)",169.232,11
"(3/1, 7/1, 19/1, 42/1, 21/1, 58/1, 49/1, 31/1, 3/1, 44/1, 11/1, 20/1, 41/1)",169.241,13
"(9/1, 23/1, 58/1)",169.264,3
"(55/1, 31/1, 52/1, 4/1, 2/1, 58/1, 17/1, 40/1, 36/1)",169.279,9
"(18/1, 14/1, 41/1, 50/1, 28/1, 22/1, 19/1, 48/1, 47/1, 28/1, 27/1, 57/1, 51/1, 54/1, 5/1, 51/1, 55/1, 18/1, 10/1)",169.282,19
"(18/1, 21/1, 1/1, 30/1, 20/1)",169.305,5
"(37/1, 42/1, 13/1, 7/1, 43/1, 14/1, 32/1, 54/1, 47/1, 18/1, 50/1, 17/1, 8/1)",169.31,13
"(55/1, 27/1, 7/1, 7/1, 16/1, 39/1, 17/1, 39/1, 15/1, 25/1, 18/1, 40/1, 29/1, 60/1, 15/1, 7/1, 55/1, 18/1, 19/1)",169.313,19
"(53/1, 21/1, 50/1)",169.339,3
"(18/1, 2/1, 1/1, 43/1, 34/1, 47/1, 28/1)",169.342,7
"(28/1, 51/1, 17/1, 16/1, 54/1, 16/1, 16/1, 40/1, 51/1, 33/1, 57/1, 45/1, 3/1, 39/1, 46/1)",169.356,15
"(55/1, 34/1, 9/1, 21/1, 32/1, 16/1, 38/1, 1/1, 28/1)",169.362,9
"(36/1, 6/1, 52/1, 44/1, 15/1, 5/1, 11/1, 54/1, 36/1)",169.372,9
"(3/1, 5/1, 48/1, 28/1, 59/1, 23/1, 41/1, 29/1, 12/1, 8/1, 58/1, 18/1, 5/1, 48/1, 32/1, 16/1, 10/1)",169.395,17
"(38/1, 43/1, 42/1)",169.408,3
"(3/1, 15/1, 12/1, 22/1, 5/1, 33/1, 23/1, 52/1, 30/1, 52/1, 29/1, 29/1, 29/1)",169.412,13
"(47/1, 6/1, 17/1, 27/1, 42/1)",169.418,5
"(59/1, 18/1, 44/1)",169.43,3
"(59/1, 8/1, 11/1, 3/1, 30/1, 15/1, 39/1, 48/1, 13/1, 16/1, 40/1, 5/1, 49/1, 13/1, 20/1, 1/1)",169.443,16
"(52/1, 23/1, 56/1, 36/1, 20/1, 51/1, 33/1, 29/1, 50/1, 20/1, 44/1, 26/1, 35/1, 30/1, 20/1, 56/1, 40/1)",169.462,17
"(6/1, 14/1, 42/1, 49/1, 40/1, 19/1, 28/1, 36/1, 52/1, 10/1, 56/1, 48/1, 49/1, 57/1, 31/1, 57/1, 33/1)",169.48,17
"(51/1, 50/1, 51/1, 18/1, 17/1, 57/1, 25/1, 25/1, 31/1, 4/1, 37/1, 25/1, 38/1)",169.5,13
"(1/1, 19/1, 2/1, 38/1, 23/1, 52/1, 1/1, 39/1, 54/1)",169.51,9
"(27/1, 56/1, 50/1, 58/1, 36/1, 48/1, 55/1, 5/1, 38/1)",169.522,9
"(4/1, 34/1, 43/1, 27/1, 4/1, 20/1, 44/1, 55/1, 28/1, 23/1, 12/1, 58/1, 59/1, 60/1, 2/1, 29/1, 9/1, 42/1, 53/1)",169.546,19
"(23/1, 41/1, 30/1, 20/1, 51/1, 42/1, 41/1, 17/1, 5/1, 8/1, 6/1, 43/1, 48/1, 55/1, 34/1)",169.553,15
"(28/1, 54/1, 34/1, 5/1, 36/1, 39/1, 42/1, 42/1, 47/1, 11/1, 38/1, 10/1, 30/1, 35/1, 21/1, 6/1, 27/1, 12/1, 16/1)",169.557,19
"(33/1, 43/1, 56/1)",169.561,3
"(41/1, 25/1, 41/1, 5/1, 57/1, 37/1, 30/1, 8/1, 32/1, 30/1, 15/1, 46/1, 38/1)",169.582,13
"(27/1, 36/1, 33/1)",169.586,3
"(49/1, 12/1, 9/1, 34/1, 32/1, 53/1, 16/1, 45/1, 7/1, 19/1, 9/1, 4/1, 7/1, 48/1, 27/1, 55/1, 60/1, 1/1, 51/1, 13/1)",169.591,20
"(53/1, 48/1, 50/1)",169.609,3
"(12/1, 35/1, 19/1, 29/1, 56/1, 28/1, 21/1, 35/1, 14/1, 25/1, 23/1, 36/1, 22/1)",169.612,13
"(4/1, 49/1, 36/1, 59/1, 43/1, 53/1, 12/1, 15/1, 46/1)",169.616,9
"(35/1, 20/1, 30/1, 12/1, 6/1, 4/1, 6/1, 33/1, 17/1, 3/1, 39/1, 33/1, 11/1, 31/1, 25/1, 21/1, 35/1)",169.652,17
"(60/1, 50/1, 17/1, 22/1, 50/1, 60/1, 24/1, 14/1, 54/1, 53/1, 54/1, 18/1, 6/1, 47/1, 39/1)",169.665,15
"(17/1, 35/1, 37/1, 37/1, 58/1, 8/1, 38/1, 28/1, 58/1, 28/1, 8/1, 8/1, 31/1, 29/1, 10/1, 49/1, 33/1)",169.671,17
"(9/1, 20/1, 51/1, 59/1, 36/1, 11/1, 51/1, 17/1, 4/1, 35/1, 41/1, 34/1, 38/1, 53/1, 53/1)",169.68,15
"(4/1, 4/1, 18/1, 9/1, 36/1, 55/1, 8/1, 51/1, 29/1)",169.688,9
"(10/1, 57/1, 10/1, 28/1, 33/1, 35/1, 42/1)",169.698,7
"(10/1, 18/1, 24/1, 33/1, 11/1, 56/1, 43/1)",169.74,7
"(9/1, 20/1, 6/1, 42/1, 3/1, 16/1, 38/1, 43/1, 19/1, 38/1, 45/1)",169.759,11
"(36/1, 15/1, 28/1, 4/1, 49/1, 26/1, 1/1, 30/1, 46/1, 46/1, 17/1, 7/1, 17/1, 40/1, 4/1, 59/1, 30/1)",169.786,17
"(7/1, 51/1, 47/1, 23/1, 51/1, 33/1, 17/1, 10/1, 12/1, 32/1, 18/1, 26/1, 16/1, 22/1, 21/1)",169.806,15
"(18/1, 59/1, 2/1, 13/1, 27/1)",169.817,5
"(6/1, 36/1, 53/1)",169.848,3
"(22/1, 26/1, 34/1, 10/1, 43/1, 9/1, 10/1, 46/1, 45/1)",169.853,9
"(9/1, 5/1, 34/1, 57/1, 13/1, 34/1, 28/1, 43/1, 59/1)",169.865,9
"(43/1, 44/1, 49/1, 28/1, 20/1, 23/1, 41/1)",169.882,7
"(9/1, 38/1, 11/1, 55/1, 27/1)",169.893,5
"(56/1, 44/1, 26/1, 5/1, 24/1, 5/1, 26/1, 57/1, 43/1, 40/1, 45/1, 52/1, 42/1)",169.902,13
"(5/1, 4/1, 3/1, 20/1, 11/1)",169.918,5
"(51/1, 23/1, 5/1, 5/1, 2/1, 26/1, 39/1, 34/1, 2/1, 22/1, 39/1, 50/1, 59/1)",169.931,13
"(53/1, 38/1, 26/1, 32/1, 55/1, 25/1, 59/1, 33/1, 1/1, 35/1, 49/1, 19/1, 48/1, 8/1, 18/1, 28/1, 20/1, 46/1, 28/1)",169.943,19
"(53/1, 18/1, 46/1)",169.948,3
"(9/1, 20/1, 11/1)",169.967,3
"(8/1, 50/1, 60/1, 14/1, 8/1, 27/1, 39/1)",169.973,7
"(48/1, 32/1, 45/1, 58/1, 7/1, 8/1, 14/1, 23/1, 5/1, 27/1, 16/1, 49/1, 32/1)",169.993,13
"(24/1, 52/1, 34/1, 48/1, 37/1, 42/1, 60/1, 20/1, 26/1, 12/1, 41/1, 48/1, 19/1, 50/1, 35/1, 26/1, 60/1)",170.006,17
"(49/1, 43/1, 7/1, 59/1, 8/1, 58/1, 16/1, 30/1, 24/1, 41/1, 53/1, 8/1, 22/1, 60/1, 36/1)",170.019,15
"(1/1, 40/1, 47/1, 1/1)",170.029,4
"(20/1, 55/1, 51/1, 45/1, 54/1, 15/1, 22/1)",170.039,7
"(55/1, 40/1, 45/1, 47/1, 11/1, 6/1, 38/1, 10/1, 35/1, 47/1, 23/1, 34/1, 36/1, 34/1, 6/1, 4/1, 37/1, 13/1, 33/1)",170.045,19
"(5/1, 4/1, 42/1, 14/1, 34/1, 9/1, 21/1, 28/1, 11/1, 42/1, 50/1)",170.048,11
"(10/1, 24/1, 43/1)",170.053,3
"(29/1, 7/1, 20/1, 13/1, 51/1, 41/1, 20/1, 6/1, 36/1, 11/1, 15/1, 55/1, 54/1, 12/1, 7/1)",170.065,15
"(21/1, 29/1, 6/1, 13/1, 49/1, 3/1, 12/1, 54/1, 47/1)",170.077,9
"(51/1, 17/1, 51/1)",170.084,3
"(36/1, 5/1, 43/1, 18/1, 2/1, 38/1, 55/1, 32/1, 7/1, 48/1, 59/1, 46/1, 31/1)",170.113,13
"(34/1, 33/1, 12/1, 46/1, 36/1)",170.125,5
"(42/1, 7/1, 10/1, 14/1, 58/1, 58/1, 37/1)",170.131,7
"(8/1, 8/1, 18/1, 58/1, 54/1, 3/1, 43/1, 59/1, 54/1, 51/1, 1/1, 42/1, 60/1, 42/1, 27/1)",170.139,15
"(30/1, 37/1, 30/1, 50/1, 55/1)",170.153,5
"(30/1, 39/1, 51/1)",170.159,3
"(40/1, 9/1, 40/1, 28/1, 14/1, 49/1, 59/1, 49/1, 55/1)",170.168,9
"(3/1, 26/1, 9/1, 23/1, 45/1, 47/1, 20/1, 56/1, 51/1, 27/1, 60/1, 46/1, 40/1, 52/1, 49/1, 53/1, 13/1, 16/1, 9/1)",170.172,19
"(45/1, 18/1, 11/1, 57/1, 38/1, 38/1, 44/1)",170.19,7
"(30/1, 5/1, 49/1, 44/1, 50/1, 44/1, 15/1, 55/1, 53/1, 26/1, 39/1, 9/1, 1/1)",170.196,13
"(40/1, 13/1, 8/1, 38/1, 12/1, 43/1, 7/1, 40/1, 28/1, 39/1, 37/1, 36/1, 12/1, 52/1, 44/1)",170.227,15
"(1/1, 22/1, 3/1, 14/1, 36/1, 4/1)",170.231,6
"(25/1, 33/1, 20/1, 58/1, 59/1, 51/1, 29/1)",170.244,7
"(11/1, 20/1, 31/1, 18/1, 28/1, 45/1, 52/1, 58/1, 25/1, 52/1, 48/1)",170.255,11
"(18/1, 42/1, 48/1, 13/1, 22/1, 56/1, 24/1)",170.27,7
"(9/1, 18/1, 36/1, 53/1, 14/1, 42/1, 45/1, 45/1, 41/1)",170.282,9
"(58/1, 52/1, 54/1, 42/1, 10/1, 7/1, 40/1, 59/1, 10/1, 2/1, 50/1, 38/1, 5/1, 15/1, 34/1, 10/1, 3/1)",170.286,17
"(42/1, 42/1, 23/1, 46/1, 49/1, 17/1, 50/1, 57/1, 36/1, 24/1, 26/1, 37/1, 30/1, 8/1, 27/1, 57/1, 36/1)",170.289,17
"(53/1, 9/1, 30/1, 2/1, 31/1, 45/1, 23/1, 7/1, 54/1, 5/1, 6/1, 51/1, 44/1)",170.298,13
"(22/1, 53/1, 37/1, 32/1, 46/1, 52/1, 19/1, 42/1, 46/1)",170.321,9
"(38/1, 39/1, 50/1, 26/1, 58/1, 1/1, 3/1, 4/1, 43/1, 37/1, 36/1, 39/1, 35/1, 59/1, 30/1, 12/1, 3/1, 1/1, 25/1)",170.336,19
"(8/1, 45/1, 33/1)",170.349,3
"(46/1, 2/1, 21/1, 12/1, 13/1, 44/1, 38/1)",170.374,7
"(2/1, 56/1, 11/1, 17/1, 9/1, 17/1, 51/1)",170.386,7
"(6/1, 55/1, 17/1)",170.393,3
"(52/1, 59/1, 14/1, 22/1, 9/1, 32/1, 39/1, 28/1, 30/1, 4/1, 26/1)",170.414,11
"(58/1, 37/1, 18/1, 7/1, 37/1, 20/1, 46/1)",170.42,7
"(24/1, 38/1, 23/1, 10/1, 43/1, 29/1, 52/1, 36/1, 16/1, 23/1, 44/1)",170.433,11
"(32/1, 51/1, 43/1)",170.439,3
"(9/1, 30/1, 14/1, 28/1, 36/1, 58/1, 12/1, 49/1, 21/1, 27/1, 20/1, 57/1, 25/1, 46/1, 9/1, 20/1, 19/1)",170.444,17
"(20/1, 22/1, 52/1, 57/1, 10/1, 36/1, 3/1, 52/1, 6/1, 24/1, 34/1)",170.467,11
"(54/1, 32/1, 25/1)",170.472,3
"(55/1, 33/1, 46/1, 21/1, 43/1)",170.478,5
"(49/1, 30/1, 48/1)",170.486,3
"(25/1, 20/1, 3/1, 2/1, 14/1, 51/1, 29/1, 59/1, 5/1, 58/1, 53/1, 30/1, 24/1, 47/1, 23/1)",170.494,15
"(6/1, 60/1, 46/1, 27/1, 14/1, 48/1, 6/1, 43/1, 7/1, 60/1, 3/1, 12/1, 10/1, 38/1, 14/1)",170.507,15
"(29/1, 46/1, 44/1, 30/1, 35/1, 41/1, 49/1, 55/1, 9/1, 49/1, 38/1, 57/1, 52/1)",170.534,13
"(43/1, 59/1, 46/1, 56/1, 26/1, 59/1, 20/1, 1/1, 2/1, 27/1, 18/1, 55/1, 54/1, 58/1, 54/1)",170.544,15
"(14/1, 10/1, 5/1, 18/1, 19/1, 10/1, 26/1, 45/1, 1/1, 48/1, 53/1)",170.557,11
"(2/1, 39/1, 41/1, 31/1, 12/1, 24/1, 22/1, 21/1, 50/1)",170.588,9
"(30/1, 5/1, 33/1, 24/1, 48/1, 4/1, 23/1, 30/1, 54/1, 27/1, 2/1, 51/1, 27/1, 2/1, 13/1, 6/1, 22/1)",170.604,17
"(21/1, 53/1, 36/1, 7/1, 4/1, 56/1, 1/1, 15/1, 23/1, 43/1, 13/1, 46/1, 41/1)",170.618,13
"(20/1, 53/1, 16/1, 25/1, 40/1, 13/1, 36/1, 39/1, 49/1, 40/1, 37/1, 29/1, 37/1, 41/1, 2/1, 8/1, 40/1, 60/1, 24/1)",170.624,19
"(44/1, 9/1, 20/1, 59/1, 35/1, 35/1, 33/1, 45/1, 40/1)",170.629,9
"(1/1, 37/1, 4/1, 12/1, 50/1, 15/1, 40/1, 27/1, 16/1, 6/1, 35/1, 58/1, 28/1, 50/1, 7/1, 46/1, 16/1)",170.637,17
"(52/1, 8/1, 5/1, 58/1, 43/1)",170.641,5
