Adversarial Examples,Time(s),Length of Adversarial Examples
"(40/1, 14/1, 17/1, 3/1, 42/1, 9/1, 9/1, 8/1, 1/1)",3.277,9
"(54/1, 8/1, 24/1, 27/1, 22/1)",3.29,5
"(9/1, 37/1, 45/1)",3.299,3
"(2/1, 29/1, 5/1, 27/1, 40/1, 52/1, 46/1, 35/1, 51/1)",3.31,9
"(3/1, 14/1, 60/1)",3.312,3
"(53/1, 7/1, 16/1)",3.314,3
"(29/1, 52/1, 40/1, 20/1, 30/1)",3.33,5
"(50/1, 19/1, 58/1, 47/1, 4/1, 43/1, 44/1)",3.336,7
"(48/1, 29/1, 59/1, 18/1, 4/1)",3.338,5
"(10/1, 8/1, 14/1, 8/1, 10/1, 18/1, 14/1)",3.344,7
"(4/1, 57/1, 34/1, 1/1)",3.359,4
"(17/1, 27/1, 19/1, 58/1, 33/1)",3.363,5
"(58/1, 19/1, 35/1, 26/1, 54/1, 24/1, 16/1)",3.377,7
"(12/1, 42/1, 8/1, 23/1, 14/1, 39/1, 48/1)",3.378,7
"(8/1, 31/1, 50/1)",3.385,3
"(60/1, 16/1, 4/1)",3.397,3
"(27/1, 45/1, 6/1, 41/1, 41/1)",3.409,5
"(11/1, 27/1, 38/1, 60/1, 10/1, 22/1, 30/1, 49/1, 40/1)",3.419,9
"(33/1, 14/1, 3/1, 36/1, 51/1)",3.424,5
"(23/1, 46/1, 28/1, 12/1, 7/1, 31/1, 52/1)",3.437,7
"(1/1, 12/1, 16/1)",3.445,3
"(8/1, 18/1, 33/1, 47/1, 39/1)",3.455,5
"(42/1, 53/1, 25/1, 60/1, 59/1, 14/1, 42/1)",3.461,7
"(28/1, 8/1, 3/1, 57/1, 8/1, 57/1, 48/1, 28/1, 24/1)",3.464,9
"(47/1, 37/1, 33/1, 19/1, 43/1, 21/1, 48/1, 1/1, 5/1)",3.47,9
"(4/1, 42/1, 34/1, 33/1, 1/1, 53/1, 39/1, 20/1, 11/1)",3.477,9
"(19/1, 57/1, 21/1, 47/1, 46/1)",3.489,5
"(11/1, 32/1, 30/1)",3.524,3
"(41/1, 15/1, 46/1, 17/1, 24/1)",3.53,5
"(5/1, 38/1, 54/1)",3.534,3
"(18/1, 6/1, 24/1, 49/1, 27/1, 18/1, 11/1, 21/1, 15/1)",3.547,9
"(42/1, 53/1, 50/1)",3.548,3
"(57/1, 56/1, 13/1, 7/1, 45/1)",3.55,5
"(54/1, 51/1, 21/1, 5/1, 57/1, 52/1, 23/1, 35/1, 49/1)",3.553,9
"(31/1, 43/1, 47/1)",3.558,3
"(38/1, 24/1, 10/1, 53/1, 51/1, 51/1, 53/1)",3.573,7
"(13/1, 44/1, 42/1)",3.579,3
"(24/1, 35/1, 51/1, 54/1, 47/1)",3.585,5
"(18/1, 7/1, 45/1, 18/1, 3/1, 45/1, 20/1)",3.589,7
"(7/1, 29/1, 56/1)",3.592,3
"(47/1, 12/1, 28/1)",3.601,3
"(21/1, 30/1, 35/1, 57/1, 29/1)",3.606,5
"(48/1, 25/1, 21/1, 10/1, 9/1)",3.61,5
"(42/1, 15/1, 21/1, 20/1, 10/1, 53/1, 45/1)",3.613,7
"(2/1, 34/1, 25/1)",3.617,3
"(32/1, 35/1, 12/1, 45/1, 33/1, 39/1, 57/1)",3.618,7
"(4/1, 49/1, 60/1, 60/1, 35/1, 60/1, 3/1, 17/1, 17/1)",3.624,9
"(17/1, 46/1, 49/1)",3.628,3
"(41/1, 27/1, 34/1)",3.642,3
"(1/1, 9/1, 8/1, 15/1, 24/1, 54/1, 27/1)",3.656,7
"(5/1, 30/1, 49/1, 52/1, 57/1)",3.665,5
"(34/1, 9/1, 21/1, 16/1, 21/1)",3.682,5
"(55/1, 13/1, 46/1, 33/1, 42/1, 2/1, 23/1)",3.692,7
"(2/1, 12/1, 41/1, 26/1, 1/1, 55/1, 21/1, 31/1, 56/1)",3.694,9
"(5/1, 13/1, 17/1, 58/1, 15/1)",3.708,5
"(23/1, 22/1, 44/1, 52/1, 11/1, 59/1, 43/1)",3.779,7
"(29/1, 59/1, 17/1, 34/1, 6/1, 32/1, 22/1, 60/1, 38/1)",3.78,9
"(21/1, 33/1, 57/1)",3.782,3
"(4/1, 17/1, 36/1, 38/1, 32/1)",3.81,5
"(41/1, 14/1, 41/1, 20/1, 8/1)",3.811,5
"(33/1, 59/1, 15/1, 25/1, 4/1, 32/1, 54/1)",3.812,7
"(10/1, 55/1, 59/1)",3.829,3
"(25/1, 9/1, 20/1, 15/1, 15/1, 53/1, 21/1, 22/1, 17/1)",3.831,9
"(34/1, 1/1, 50/1, 5/1, 8/1, 40/1, 44/1)",3.835,7
"(41/1, 50/1, 5/1, 26/1, 35/1, 54/1, 42/1)",3.843,7
"(17/1, 44/1, 13/1, 49/1, 29/1, 34/1, 4/1, 14/1, 41/1)",3.846,9
"(7/1, 18/1, 36/1)",3.855,3
"(1/1, 13/1, 43/1)",3.859,3
"(6/1, 41/1, 4/1, 29/1, 6/1, 24/1, 1/1, 27/1, 24/1)",3.867,9
"(1/1, 28/1, 4/1, 33/1, 44/1, 29/1, 32/1, 49/1, 54/1)",3.871,9
"(49/1, 42/1, 5/1, 36/1, 1/1, 48/1, 50/1)",3.877,7
"(22/1, 3/1, 52/1, 6/1, 59/1, 43/1, 6/1, 32/1, 36/1)",3.884,9
"(52/1, 34/1, 38/1, 23/1, 14/1)",3.914,5
"(16/1, 40/1, 48/1)",3.916,3
"(28/1, 36/1, 56/1)",3.919,3
"(57/1, 36/1, 23/1, 12/1, 16/1, 19/1, 31/1)",3.927,7
"(29/1, 31/1, 58/1, 19/1, 11/1)",3.933,5
"(2/1, 14/1, 42/1)",3.934,3
"(2/1, 24/1, 25/1, 23/1, 25/1, 52/1, 21/1)",3.94,7
"(16/1, 14/1, 12/1, 45/1, 34/1, 53/1, 43/1, 1/1)",3.951,8
"(39/1, 12/1, 14/1, 16/1, 16/1)",3.958,5
"(21/1, 51/1, 42/1, 41/1, 46/1, 43/1, 38/1)",3.977,7
"(59/1, 10/1, 28/1)",3.982,3
"(59/1, 30/1, 7/1, 25/1, 48/1, 26/1, 48/1, 23/1, 10/1)",3.983,9
"(27/1, 40/1, 44/1, 33/1, 8/1, 53/1, 56/1)",3.987,7
"(54/1, 25/1, 25/1, 5/1, 4/1)",3.994,5
"(2/1, 20/1, 11/1, 40/1, 39/1, 53/1, 44/1)",3.997,7
"(24/1, 15/1, 6/1, 5/1, 15/1, 3/1, 5/1)",3.999,7
"(54/1, 42/1, 54/1, 39/1, 24/1)",4.011,5
"(35/1, 28/1, 30/1)",4.012,3
"(32/1, 47/1, 53/1, 22/1, 40/1)",4.015,5
"(18/1, 58/1, 57/1, 13/1, 24/1)",4.029,5
"(22/1, 29/1, 46/1)",4.036,3
"(43/1, 23/1, 8/1, 60/1, 53/1)",4.053,5
"(25/1, 22/1, 21/1, 17/1, 24/1)",4.059,5
"(2/1, 27/1, 29/1, 59/1, 49/1)",4.062,5
"(10/1, 10/1, 20/1, 15/1, 53/1, 12/1, 5/1, 27/1, 28/1)",4.066,9
"(38/1, 52/1, 54/1, 3/1, 15/1, 57/1, 38/1, 53/1, 56/1)",4.067,9
"(15/1, 51/1, 16/1, 8/1, 12/1, 22/1, 47/1)",4.068,7
"(50/1, 11/1, 44/1)",4.078,3
"(5/1, 47/1, 48/1, 52/1, 59/1, 41/1, 45/1)",4.087,7
"(55/1, 23/1, 27/1, 55/1, 43/1, 18/1, 38/1, 27/1, 7/1)",4.088,9
"(11/1, 24/1, 13/1, 6/1, 21/1, 44/1, 28/1, 43/1, 28/1)",4.093,9
"(47/1, 55/1, 21/1, 23/1, 54/1, 41/1, 45/1)",4.095,7
"(30/1, 6/1, 11/1)",4.096,3
"(1/1, 21/1, 48/1, 60/1, 7/1, 59/1, 7/1, 48/1, 48/1)",4.098,9
"(5/1, 13/1, 60/1, 47/1, 31/1)",4.107,5
"(1/1, 4/1, 2/1, 51/1, 12/1, 56/1, 59/1)",4.142,7
"(36/1, 5/1, 46/1, 60/1, 56/1, 55/1, 5/1, 46/1, 32/1)",4.154,9
"(1/1, 59/1, 32/1, 45/1, 46/1)",4.156,5
"(1/1, 26/1, 37/1, 44/1, 4/1, 51/1, 57/1)",4.16,7
"(1/1, 53/1, 23/1, 56/1, 12/1, 22/1, 50/1, 58/1, 60/1)",4.163,9
"(33/1, 50/1, 16/1, 59/1, 49/1, 43/1, 38/1)",4.173,7
"(40/1, 38/1, 33/1, 59/1, 54/1)",4.175,5
"(40/1, 43/1, 21/1, 16/1, 56/1, 33/1, 54/1, 9/1, 18/1)",4.176,9
"(53/1, 6/1, 34/1, 36/1, 7/1, 49/1, 48/1)",4.183,7
"(47/1, 17/1, 24/1, 12/1, 7/1)",4.184,5
"(6/1, 35/1, 36/1, 56/1, 48/1)",4.191,5
"(53/1, 31/1, 22/1)",4.194,3
"(22/1, 56/1, 12/1, 34/1, 53/1, 38/1, 56/1)",4.2,7
"(53/1, 14/1, 33/1)",4.206,3
"(39/1, 47/1, 43/1, 55/1, 60/1)",4.208,5
"(4/1, 14/1, 12/1, 22/1, 10/1)",4.212,5
"(7/1, 39/1, 40/1, 5/1, 2/1, 8/1, 18/1, 56/1, 24/1)",4.218,9
"(6/1, 25/1, 7/1)",4.233,3
"(9/1, 56/1, 32/1, 33/1, 40/1, 50/1, 29/1)",4.254,7
"(20/1, 51/1, 56/1)",4.265,3
"(57/1, 35/1, 25/1)",4.282,3
"(48/1, 12/1, 4/1)",4.284,3
"(59/1, 52/1, 15/1, 47/1, 14/1, 17/1, 53/1, 21/1, 37/1)",4.285,9
"(48/1, 28/1, 55/1, 32/1, 19/1)",4.299,5
"(60/1, 59/1, 50/1, 1/1, 24/1, 57/1, 3/1, 39/1, 58/1)",4.307,9
"(60/1, 12/1, 49/1, 33/1, 8/1, 17/1, 21/1)",4.324,7
"(11/1, 30/1, 32/1, 60/1, 46/1)",4.344,5
"(38/1, 6/1, 13/1, 17/1, 38/1, 11/1, 18/1, 13/1, 6/1)",4.345,9
"(37/1, 54/1, 9/1, 20/1, 39/1, 44/1, 39/1, 58/1, 45/1)",4.351,9
"(57/1, 4/1, 49/1, 30/1, 1/1, 24/1, 4/1, 42/1, 50/1)",4.354,9
"(11/1, 49/1, 31/1, 60/1, 57/1, 42/1, 55/1, 27/1, 13/1)",4.369,9
"(51/1, 14/1, 17/1, 50/1, 16/1, 6/1, 6/1, 25/1, 59/1)",4.372,9
"(14/1, 60/1, 38/1)",4.373,3
"(8/1, 43/1, 31/1)",4.374,3
"(14/1, 6/1, 6/1, 55/1, 20/1)",4.381,5
"(43/1, 22/1, 11/1, 29/1, 42/1, 43/1, 45/1, 32/1, 37/1)",4.391,9
"(2/1, 7/1, 8/1, 9/1, 16/1)",4.392,5
"(40/1, 12/1, 2/1)",4.398,3
"(20/1, 28/1, 59/1)",4.406,3
"(9/1, 19/1, 44/1, 19/1, 10/1, 37/1, 15/1)",4.409,7
"(32/1, 46/1, 20/1, 6/1, 51/1, 13/1, 7/1, 58/1, 49/1)",4.418,9
"(6/1, 9/1, 11/1)",4.421,3
"(30/1, 38/1, 48/1, 52/1, 55/1)",4.425,5
"(5/1, 34/1, 32/1, 23/1, 21/1)",4.427,5
"(15/1, 27/1, 25/1)",4.429,3
"(54/1, 54/1, 49/1, 38/1, 34/1)",4.443,5
"(19/1, 49/1, 53/1, 51/1, 56/1, 47/1, 41/1, 53/1, 40/1)",4.446,9
"(51/1, 21/1, 13/1)",4.472,3
"(2/1, 15/1, 47/1)",4.478,3
"(56/1, 10/1, 21/1, 13/1, 36/1, 37/1, 57/1, 17/1, 17/1)",4.482,9
"(26/1, 50/1, 28/1)",4.497,3
"(57/1, 38/1, 51/1, 1/1, 8/1)",4.506,5
"(35/1, 53/1, 27/1, 57/1, 55/1, 31/1, 10/1, 34/1, 40/1)",4.513,9
"(2/1, 51/1, 2/1, 32/1, 51/1)",4.519,5
"(9/1, 51/1, 34/1)",4.526,3
"(6/1, 22/1, 5/1, 56/1, 59/1, 1/1)",4.536,6
"(43/1, 32/1, 44/1, 17/1, 42/1, 17/1, 23/1)",4.539,7
"(43/1, 20/1, 47/1)",4.56,3
"(16/1, 42/1, 56/1, 47/1, 37/1)",4.571,5
"(41/1, 41/1, 48/1, 20/1, 25/1)",4.572,5
"(52/1, 21/1, 11/1)",4.579,3
"(24/1, 60/1, 39/1)",4.588,3
"(34/1, 22/1, 36/1, 48/1, 27/1, 56/1, 54/1, 15/1, 10/1)",4.599,9
"(19/1, 26/1, 19/1, 42/1, 15/1, 24/1, 45/1)",4.609,7
"(18/1, 26/1, 53/1, 50/1, 27/1, 43/1, 30/1)",4.62,7
"(45/1, 59/1, 52/1, 9/1, 19/1)",4.64,5
"(8/1, 55/1, 46/1, 45/1, 44/1, 46/1, 21/1)",4.642,7
"(9/1, 47/1, 16/1)",4.659,3
"(13/1, 29/1, 16/1)",4.664,3
"(29/1, 46/1, 36/1, 46/1, 47/1)",4.668,5
"(41/1, 22/1, 28/1)",4.67,3
"(24/1, 54/1, 4/1, 32/1, 47/1, 13/1, 14/1)",4.673,7
"(34/1, 53/1, 44/1)",4.676,3
"(18/1, 60/1, 27/1, 13/1, 9/1)",4.681,5
"(3/1, 24/1, 11/1, 20/1, 6/1, 14/1, 6/1, 43/1, 58/1)",4.697,9
"(30/1, 47/1, 40/1)",4.702,3
"(15/1, 7/1, 16/1, 31/1, 20/1, 52/1, 55/1)",4.712,7
"(32/1, 54/1, 48/1)",4.72,3
"(2/1, 35/1, 31/1, 33/1, 57/1, 4/1)",4.729,6
"(36/1, 13/1, 12/1)",4.736,3
"(28/1, 54/1, 12/1, 57/1, 56/1)",4.739,5
"(14/1, 19/1, 4/1, 25/1, 3/1, 55/1, 15/1, 51/1, 39/1)",4.744,9
"(42/1, 59/1, 2/1, 19/1, 15/1, 44/1, 19/1, 29/1, 56/1)",4.751,9
"(7/1, 25/1, 31/1, 14/1, 41/1, 48/1, 14/1, 17/1, 21/1)",4.755,9
"(47/1, 3/1, 1/1)",4.762,3
"(5/1, 35/1, 12/1, 16/1, 19/1, 19/1, 25/1)",4.771,7
"(58/1, 27/1, 22/1)",4.773,3
"(38/1, 9/1, 33/1, 17/1, 29/1)",4.778,5
"(2/1, 33/1, 20/1)",4.784,3
"(40/1, 24/1, 41/1, 38/1, 46/1, 19/1, 3/1)",4.787,7
"(50/1, 19/1, 31/1, 25/1, 20/1, 57/1, 15/1, 50/1, 53/1)",4.791,9
"(3/1, 54/1, 12/1, 24/1, 15/1, 3/1, 21/1)",4.792,7
"(51/1, 15/1, 32/1)",4.806,3
"(39/1, 30/1, 33/1, 50/1, 59/1)",4.807,5
"(7/1, 18/1, 40/1, 47/1, 40/1)",4.816,5
"(37/1, 1/1, 24/1, 3/1, 2/1, 1/1, 42/1)",4.833,7
"(58/1, 28/1, 44/1)",4.841,3
"(9/1, 35/1, 47/1, 14/1, 11/1)",4.848,5
"(10/1, 53/1, 4/1, 12/1, 60/1, 4/1)",4.849,6
"(9/1, 17/1, 12/1, 11/1, 21/1, 43/1, 42/1)",4.851,7
"(52/1, 14/1, 32/1, 27/1, 30/1, 39/1, 33/1)",4.864,7
"(29/1, 52/1, 52/1, 52/1, 35/1)",4.897,5
"(8/1, 35/1, 43/1, 1/1, 40/1)",4.899,5
"(33/1, 33/1, 20/1, 57/1, 55/1, 35/1, 60/1, 59/1, 32/1)",4.9,9
"(59/1, 41/1, 34/1, 17/1, 23/1)",4.93,5
"(36/1, 44/1, 56/1, 24/1, 39/1)",4.933,5
"(56/1, 41/1, 44/1)",4.935,3
"(22/1, 29/1, 24/1)",4.947,3
"(57/1, 9/1, 25/1, 12/1, 4/1)",4.951,5
"(51/1, 41/1, 6/1, 43/1, 57/1)",4.954,5
"(31/1, 57/1, 29/1, 45/1, 59/1, 40/1, 30/1, 60/1, 51/1)",4.957,9
"(9/1, 58/1, 5/1, 16/1, 60/1)",4.965,5
"(34/1, 50/1, 17/1, 38/1, 57/1)",4.969,5
"(40/1, 47/1, 20/1, 49/1, 1/1, 17/1, 45/1)",4.976,7
"(14/1, 33/1, 22/1)",4.978,3
"(13/1, 36/1, 44/1, 51/1, 51/1)",4.986,5
"(7/1, 39/1, 23/1, 21/1, 20/1, 31/1, 7/1, 44/1, 43/1)",4.99,9
"(22/1, 57/1, 55/1)",4.992,3
"(51/1, 42/1, 55/1, 22/1, 55/1, 13/1, 30/1)",4.993,7
"(49/1, 10/1, 34/1)",4.994,3
"(34/1, 3/1, 5/1)",5.018,3
"(18/1, 36/1, 38/1, 13/1, 13/1, 52/1, 52/1)",5.021,7
"(30/1, 51/1, 35/1)",5.026,3
"(59/1, 14/1, 55/1, 30/1, 37/1, 26/1, 11/1)",5.03,7
"(57/1, 38/1, 28/1)",5.034,3
"(17/1, 53/1, 60/1, 8/1, 22/1)",5.037,5
"(22/1, 56/1, 57/1)",5.038,3
"(27/1, 57/1, 53/1)",5.049,3
"(51/1, 7/1, 48/1, 21/1, 2/1, 32/1, 50/1, 19/1, 43/1)",5.054,9
"(56/1, 34/1, 59/1, 21/1, 33/1)",5.06,5
"(7/1, 19/1, 37/1)",5.064,3
"(25/1, 26/1, 7/1, 58/1, 55/1)",5.066,5
"(49/1, 7/1, 6/1, 9/1, 43/1, 21/1, 36/1, 15/1, 27/1)",5.069,9
"(31/1, 51/1, 59/1, 31/1, 21/1, 27/1, 28/1)",5.074,7
"(9/1, 27/1, 28/1, 37/1, 43/1, 51/1, 50/1)",5.075,7
"(4/1, 32/1, 1/1, 8/1, 38/1, 47/1, 49/1, 37/1, 41/1)",5.093,9
"(56/1, 47/1, 28/1, 11/1, 34/1)",5.096,5
"(13/1, 27/1, 48/1, 44/1, 12/1, 33/1, 58/1)",5.102,7
"(35/1, 31/1, 28/1, 42/1, 32/1)",5.115,5
"(55/1, 1/1, 55/1, 59/1, 22/1, 30/1, 30/1, 25/1, 19/1)",5.123,9
"(42/1, 39/1, 47/1, 23/1, 38/1, 36/1, 24/1)",5.125,7
"(29/1, 59/1, 43/1)",5.131,3
"(52/1, 17/1, 11/1, 18/1, 11/1, 6/1, 7/1, 13/1, 14/1)",5.143,9
"(31/1, 42/1, 19/1, 34/1, 60/1)",5.146,5
"(2/1, 27/1, 46/1)",5.149,3
"(27/1, 38/1, 29/1)",5.152,3
"(58/1, 6/1, 16/1)",5.154,3
"(9/1, 41/1, 46/1, 45/1, 42/1, 22/1, 8/1, 39/1, 21/1)",5.176,9
"(27/1, 1/1, 19/1, 52/1, 20/1)",5.177,5
"(5/1, 27/1, 4/1, 29/1, 36/1)",5.183,5
"(30/1, 32/1, 46/1, 9/1, 25/1, 60/1, 52/1, 16/1, 9/1)",5.192,9
"(38/1, 32/1, 11/1, 16/1, 51/1, 52/1, 6/1, 40/1, 39/1)",5.206,9
"(32/1, 53/1, 44/1)",5.208,3
"(35/1, 19/1, 34/1)",5.234,3
"(19/1, 52/1, 17/1, 36/1, 35/1)",5.238,5
"(4/1, 54/1, 54/1, 59/1, 24/1)",5.248,5
"(6/1, 33/1, 25/1, 13/1, 38/1, 26/1, 8/1, 50/1, 25/1)",5.249,9
"(59/1, 41/1, 26/1, 20/1, 35/1, 30/1, 10/1, 54/1, 52/1)",5.26,9
"(59/1, 21/1, 59/1)",5.262,3
"(30/1, 40/1, 32/1)",5.277,3
"(17/1, 19/1, 58/1, 52/1, 20/1, 47/1, 41/1)",5.289,7
"(13/1, 28/1, 58/1)",5.3,3
"(60/1, 18/1, 38/1)",5.304,3
"(3/1, 47/1, 31/1)",5.305,3
"(32/1, 9/1, 28/1)",5.327,3
"(6/1, 29/1, 20/1)",5.336,3
"(11/1, 38/1, 48/1)",5.34,3
"(46/1, 39/1, 59/1, 36/1, 51/1, 13/1, 7/1)",5.341,7
"(43/1, 38/1, 22/1, 60/1, 41/1)",5.35,5
"(27/1, 51/1, 46/1, 6/1, 5/1)",5.354,5
"(34/1, 29/1, 10/1, 55/1, 60/1, 1/1, 24/1, 16/1, 46/1)",5.356,9
"(20/1, 31/1, 19/1, 37/1, 60/1, 51/1, 25/1)",5.365,7
"(34/1, 48/1, 7/1, 57/1, 52/1, 59/1, 1/1, 42/1, 28/1)",5.369,9
"(33/1, 6/1, 17/1, 16/1, 27/1)",5.37,5
"(10/1, 10/1, 29/1, 26/1, 17/1, 54/1, 22/1, 29/1, 22/1)",5.382,9
"(18/1, 4/1, 14/1, 7/1, 7/1, 32/1, 8/1, 55/1, 54/1)",5.392,9
"(26/1, 32/1, 43/1)",5.395,3
"(17/1, 33/1, 54/1)",5.4,3
"(54/1, 28/1, 20/1, 4/1, 16/1)",5.41,5
"(34/1, 52/1, 25/1, 42/1, 4/1, 42/1, 39/1)",5.417,7
"(25/1, 11/1, 49/1, 30/1, 16/1, 27/1, 52/1)",5.418,7
"(20/1, 57/1, 47/1, 57/1, 49/1)",5.427,5
"(21/1, 60/1, 55/1, 5/1, 46/1, 21/1, 41/1, 6/1, 4/1)",5.435,9
"(21/1, 13/1, 41/1, 12/1, 4/1, 48/1, 16/1, 39/1, 25/1)",5.44,9
"(20/1, 44/1, 37/1)",5.445,3
"(38/1, 8/1, 17/1)",5.448,3
"(59/1, 54/1, 58/1, 48/1, 52/1, 42/1, 34/1)",5.459,7
"(16/1, 22/1, 35/1, 41/1, 30/1, 26/1, 40/1)",5.46,7
"(15/1, 25/1, 30/1)",5.461,3
"(7/1, 60/1, 45/1, 55/1, 28/1)",5.467,5
"(1/1, 56/1, 28/1, 58/1, 8/1, 23/1, 35/1, 31/1, 35/1)",5.483,9
"(57/1, 41/1, 38/1)",5.487,3
"(55/1, 20/1, 48/1)",5.49,3
"(40/1, 42/1, 16/1, 34/1, 42/1, 7/1, 35/1, 1/1)",5.51,8
"(27/1, 51/1, 8/1, 27/1, 19/1, 31/1, 57/1, 12/1, 26/1)",5.513,9
"(37/1, 38/1, 1/1, 26/1, 23/1, 11/1, 9/1, 37/1, 43/1)",5.518,9
"(37/1, 30/1, 27/1, 37/1, 43/1)",5.523,5
"(56/1, 60/1, 33/1, 33/1, 42/1, 46/1, 49/1, 34/1, 16/1, 44/1, 48/1, 51/1, 54/1, 17/1, 9/1, 55/1, 56/1)",5.525,17
"(50/1, 20/1, 11/1)",5.526,3
"(52/1, 15/1, 27/1, 22/1, 56/1, 9/1, 25/1, 11/1, 56/1)",5.531,9
"(21/1, 35/1, 58/1)",5.534,3
"(51/1, 37/1, 43/1, 27/1, 47/1, 36/1, 1/1, 15/1, 25/1, 60/1, 50/1, 5/1, 38/1, 13/1, 30/1, 8/1, 51/1, 20/1, 9/1)",5.537,19
"(41/1, 35/1, 16/1, 58/1, 27/1, 46/1, 3/1, 36/1, 33/1, 13/1, 13/1, 55/1, 29/1, 35/1, 33/1)",5.541,15
"(56/1, 39/1, 30/1)",5.547,3
"(9/1, 22/1, 12/1, 55/1, 15/1, 50/1, 8/1, 8/1, 20/1, 54/1, 33/1)",5.553,11
"(23/1, 22/1, 37/1, 13/1, 18/1, 43/1, 36/1, 15/1, 21/1)",5.555,9
"(44/1, 54/1, 22/1, 6/1, 24/1, 59/1, 49/1, 5/1, 34/1, 6/1, 11/1, 1/1, 54/1, 10/1, 49/1, 13/1, 3/1)",5.561,17
"(33/1, 47/1, 21/1, 34/1, 32/1, 59/1, 25/1, 50/1, 23/1, 49/1, 10/1, 4/1, 19/1, 49/1, 14/1, 50/1, 58/1)",5.589,17
"(52/1, 12/1, 25/1, 39/1, 49/1, 36/1, 28/1, 16/1, 33/1, 18/1, 34/1)",5.596,11
"(55/1, 29/1, 39/1, 52/1, 60/1, 34/1, 34/1, 52/1, 22/1, 42/1, 30/1, 42/1, 54/1, 51/1, 59/1, 20/1, 16/1, 45/1, 52/1)",5.604,19
"(25/1, 16/1, 31/1, 12/1, 58/1, 56/1, 50/1, 49/1, 57/1, 44/1, 24/1, 46/1, 16/1, 3/1, 42/1, 32/1, 22/1, 55/1, 56/1)",5.616,19
"(21/1, 1/1, 4/1)",5.617,3
"(30/1, 54/1, 8/1, 40/1, 47/1, 4/1, 36/1, 20/1, 1/1, 3/1, 11/1, 23/1, 45/1, 38/1, 3/1, 57/1, 49/1)",5.629,17
"(45/1, 7/1, 23/1)",5.65,3
"(11/1, 57/1, 56/1, 24/1, 23/1, 9/1, 18/1, 46/1, 59/1, 36/1, 25/1, 40/1, 29/1)",5.654,13
"(33/1, 3/1, 59/1, 57/1, 30/1, 38/1, 29/1)",5.67,7
"(12/1, 49/1, 43/1, 31/1, 30/1)",5.676,5
"(10/1, 37/1, 17/1, 53/1, 22/1, 52/1, 38/1, 52/1, 27/1, 46/1, 33/1)",5.684,11
"(60/1, 13/1, 7/1, 40/1, 22/1, 28/1, 9/1, 22/1, 38/1, 49/1, 44/1, 42/1, 50/1, 30/1, 31/1, 8/1, 11/1)",5.698,17
"(11/1, 36/1, 26/1, 50/1, 7/1, 59/1, 51/1, 40/1, 39/1, 50/1, 11/1, 46/1, 29/1)",5.709,13
"(9/1, 47/1, 18/1, 33/1, 2/1, 31/1, 39/1, 52/1, 48/1, 35/1, 56/1, 42/1, 33/1)",5.713,13
"(19/1, 54/1, 16/1, 16/1, 1/1, 55/1, 21/1, 38/1, 17/1)",5.736,9
"(6/1, 8/1, 31/1, 46/1, 5/1, 30/1, 12/1)",5.74,7
"(49/1, 19/1, 3/1, 6/1, 33/1, 54/1, 51/1, 7/1, 5/1, 60/1, 49/1)",5.75,11
"(19/1, 45/1, 45/1, 56/1, 32/1)",5.754,5
"(36/1, 36/1, 46/1, 36/1, 58/1, 30/1, 17/1, 26/1, 36/1, 21/1, 9/1, 51/1, 34/1, 13/1, 9/1, 28/1, 38/1, 21/1, 17/1)",5.761,19
"(58/1, 42/1, 4/1, 1/1, 23/1, 31/1, 37/1, 25/1, 24/1, 53/1, 40/1)",5.767,11
"(38/1, 51/1, 10/1, 45/1, 53/1, 15/1, 19/1, 1/1, 27/1, 10/1, 10/1)",5.776,11
"(56/1, 39/1, 41/1)",5.777,3
"(60/1, 16/1, 12/1, 13/1, 58/1, 8/1, 16/1, 37/1, 45/1, 9/1, 25/1, 6/1, 18/1, 7/1, 31/1, 54/1, 37/1)",5.79,17
"(30/1, 59/1, 8/1, 52/1, 5/1, 53/1, 39/1, 57/1, 29/1, 12/1, 18/1)",5.799,11
"(52/1, 28/1, 58/1, 1/1, 41/1, 4/1, 56/1, 50/1, 19/1, 60/1, 51/1, 21/1, 60/1, 4/1, 54/1, 15/1, 2/1)",5.814,17
"(7/1, 13/1, 11/1, 24/1, 59/1, 14/1, 20/1, 44/1, 7/1, 38/1, 54/1, 35/1, 3/1, 28/1, 9/1, 47/1, 55/1)",5.816,17
"(1/1, 52/1, 16/1, 1/1, 12/1, 56/1, 12/1, 5/1, 13/1, 51/1, 26/1, 46/1, 7/1, 26/1, 29/1, 54/1, 16/1)",5.82,17
"(4/1, 24/1, 8/1, 53/1, 6/1, 47/1, 24/1, 55/1, 8/1, 35/1, 21/1, 32/1, 30/1, 32/1, 59/1)",5.828,15
"(27/1, 39/1, 42/1, 28/1, 50/1, 42/1, 26/1, 29/1, 59/1, 3/1, 20/1, 18/1, 46/1, 7/1, 8/1)",5.83,15
"(19/1, 39/1, 19/1, 38/1, 29/1, 18/1, 45/1, 20/1, 15/1, 49/1, 50/1)",5.842,11
"(34/1, 58/1, 52/1, 57/1, 23/1, 53/1, 2/1, 16/1, 18/1, 56/1, 56/1)",5.845,11
"(23/1, 17/1, 10/1, 12/1, 59/1, 53/1, 17/1)",5.854,7
"(20/1, 10/1, 29/1, 45/1, 7/1, 50/1, 21/1, 10/1, 56/1, 40/1, 44/1, 8/1, 5/1, 23/1, 3/1, 2/1, 6/1, 23/1, 28/1)",5.857,19
